Sample_no,Week,InCO2,InHumidity,InTemp,SolarRadiation,NutrientSupplyEC(ds/m),NutrientSupplypH,Doy,TotalNutrientSupply,CultivationForm_soil,CultivationForm_water
0,0.7562312913190484,0.21109624785198697,0.34591269306009015,0.9326322539184126,1.137283768607068,0.14584734068443764,-2.156070823473982,0.2219178082191781,0.6588038972119172,0,1
0,0.7562312913190484,0.19238927965834843,0.1492748355279656,0.9561437322761884,0.35965210809941484,0.6784406842823024,0.5424692909072741,0.22465753424657534,1.0499722424905247,0,1
0,0.7562312913190484,-0.01714856000230695,0.40821954284881773,0.617186718640079,1.2447342971957325,0.23461289795074844,-1.810390065020184,0.2273972602739726,0.9558020852938225,0,1
0,0.7562312913190484,-0.11078237971737362,0.4206418887162612,0.8744355576697304,1.2635658331339519,0.19910667504422316,-2.53520455855234,0.23013698630136986,1.2238248403921281,0,1
0,0.7562312913190484,-0.12948934791101213,0.5384701650578371,0.8008749311531673,1.7221691201000038,0.25236600940401105,-2.53520455855234,0.2328767123287671,1.1368985414413264,0,1
0,0.7562312913190484,-0.15443197216919685,0.49011667371497913,0.10647182178644907,1.8102342440463832,0.039328671964864226,-2.624412496217836,0.2356164383561644,0.6277587904437738,0,1
0,0.7562312913190484,-0.1116731877265945,0.4511952574315426,0.03256201503652532,1.1755007091875724,0.09258800632464975,-1.5539172442318825,0.23835616438356164,1.02513615707601,0,1
1,0.7562312913190484,0.21109624785198697,0.34591269306009015,0.9326322539184126,1.137283768607068,0.14584734068443764,-2.156070823473982,0.2219178082191781,0.6588038972119172,0,1
1,0.7562312913190484,0.19238927965834843,0.1492748355279656,0.9561437322761884,0.35965210809941484,0.6784406842823024,0.5424692909072741,0.22465753424657534,1.0499722424905247,0,1
1,0.7562312913190484,-0.01714856000230695,0.40821954284881773,0.617186718640079,1.2447342971957325,0.23461289795074844,-1.810390065020184,0.2273972602739726,0.9558020852938225,0,1
1,0.7562312913190484,-0.11078237971737362,0.4206418887162612,0.8744355576697304,1.2635658331339519,0.19910667504422316,-2.53520455855234,0.23013698630136986,1.2238248403921281,0,1
1,0.7562312913190484,-0.12948934791101213,0.5384701650578371,0.8008749311531673,1.7221691201000038,0.25236600940401105,-2.53520455855234,0.2328767123287671,1.1368985414413264,0,1
1,0.7562312913190484,-0.15443197216919685,0.49011667371497913,0.10647182178644907,1.8102342440463832,0.039328671964864226,-2.624412496217836,0.2356164383561644,0.6277587904437738,0,1
1,0.7562312913190484,-0.1116731877265945,0.4511952574315426,0.03256201503652532,1.1755007091875724,0.09258800632464975,-1.5539172442318825,0.23835616438356164,1.02513615707601,0,1
2,0.7562312913190484,0.21109624785198697,0.34591269306009015,0.9326322539184126,1.137283768607068,0.14584734068443764,-2.156070823473982,0.2219178082191781,0.6588038972119172,0,1
2,0.7562312913190484,0.19238927965834843,0.1492748355279656,0.9561437322761884,0.35965210809941484,0.6784406842823024,0.5424692909072741,0.22465753424657534,1.0499722424905247,0,1
2,0.7562312913190484,-0.01714856000230695,0.40821954284881773,0.617186718640079,1.2447342971957325,0.23461289795074844,-1.810390065020184,0.2273972602739726,0.9558020852938225,0,1
2,0.7562312913190484,-0.11078237971737362,0.4206418887162612,0.8744355576697304,1.2635658331339519,0.19910667504422316,-2.53520455855234,0.23013698630136986,1.2238248403921281,0,1
2,0.7562312913190484,-0.12948934791101213,0.5384701650578371,0.8008749311531673,1.7221691201000038,0.25236600940401105,-2.53520455855234,0.2328767123287671,1.1368985414413264,0,1
2,0.7562312913190484,-0.15443197216919685,0.49011667371497913,0.10647182178644907,1.8102342440463832,0.039328671964864226,-2.624412496217836,0.2356164383561644,0.6277587904437738,0,1
2,0.7562312913190484,-0.1116731877265945,0.4511952574315426,0.03256201503652532,1.1755007091875724,0.09258800632464975,-1.5539172442318825,0.23835616438356164,1.02513615707601,0,1
3,0.7562312913190484,0.21109624785198697,0.34591269306009015,0.9326322539184126,1.137283768607068,0.14584734068443764,-2.156070823473982,0.2219178082191781,0.6588038972119172,0,1
3,0.7562312913190484,0.19238927965834843,0.1492748355279656,0.9561437322761884,0.35965210809941484,0.6784406842823024,0.5424692909072741,0.22465753424657534,1.0499722424905247,0,1
3,0.7562312913190484,-0.01714856000230695,0.40821954284881773,0.617186718640079,1.2447342971957325,0.23461289795074844,-1.810390065020184,0.2273972602739726,0.9558020852938225,0,1
3,0.7562312913190484,-0.11078237971737362,0.4206418887162612,0.8744355576697304,1.2635658331339519,0.19910667504422316,-2.53520455855234,0.23013698630136986,1.2238248403921281,0,1
3,0.7562312913190484,-0.12948934791101213,0.5384701650578371,0.8008749311531673,1.7221691201000038,0.25236600940401105,-2.53520455855234,0.2328767123287671,1.1368985414413264,0,1
3,0.7562312913190484,-0.15443197216919685,0.49011667371497913,0.10647182178644907,1.8102342440463832,0.039328671964864226,-2.624412496217836,0.2356164383561644,0.6277587904437738,0,1
3,0.7562312913190484,-0.1116731877265945,0.4511952574315426,0.03256201503652532,1.1755007091875724,0.09258800632464975,-1.5539172442318825,0.23835616438356164,1.02513615707601,0,1
4,0.7649911455661232,-0.01754447498980346,0.5547923796822387,0.2229816449408254,1.7005682406414577,0.039328671964864226,-1.5093132753991354,0.2410958904109589,1.0717038172282252,0,1
4,0.7649911455661232,0.0005686214352366695,0.47876052176091277,0.15291279282345338,1.1505766175046348,0.25236600940401105,-0.7956497740751661,0.24383561643835616,1.006509093015124,0,1
4,0.7649911455661232,-0.11434561175425714,0.5701615112980299,0.15698658083560985,1.904945792441546,0.19910667504422316,-0.32730810133131183,0.2465753424657534,0.8761196445889213,0,1
4,0.7649911455661232,-0.003885418610867742,0.5685280404505674,0.33111111456012104,1.7338003628853746,0.09258800632464975,-0.8402537429079152,0.2493150684931507,0.7891933456381197,0,1
4,0.7649911455661232,0.08994635859794738,0.48008442849962746,0.6376913594510188,1.8700520640854335,0.09258800632464975,-1.7992390728119974,0.25205479452054796,1.4442450984459465,0,1
4,0.7649911455661232,0.19892187125087135,0.1891735567505076,0.6298929915944855,0.6005849943678117,0.5186626812029435,0.6316772285727703,0.2547945205479452,0.5066828740480143,0,1
4,0.7649911455661232,0.1909045991678834,0.22649507162087554,1.138183036579827,1.6208111472560576,0.09258800632464975,-0.17119421041669508,0.25753424657534246,1.0717038172282252,0,1
5,0.7649911455661232,-0.01754447498980346,0.5547923796822387,0.2229816449408254,1.7005682406414577,0.039328671964864226,-1.5093132753991354,0.2410958904109589,1.0717038172282252,0,1
5,0.7649911455661232,0.0005686214352366695,0.47876052176091277,0.15291279282345338,1.1505766175046348,0.25236600940401105,-0.7956497740751661,0.24383561643835616,1.006509093015124,0,1
5,0.7649911455661232,-0.11434561175425714,0.5701615112980299,0.15698658083560985,1.904945792441546,0.19910667504422316,-0.32730810133131183,0.2465753424657534,0.8761196445889213,0,1
5,0.7649911455661232,-0.003885418610867742,0.5685280404505674,0.33111111456012104,1.7338003628853746,0.09258800632464975,-0.8402537429079152,0.2493150684931507,0.7891933456381197,0,1
5,0.7649911455661232,0.08994635859794738,0.48008442849962746,0.6376913594510188,1.8700520640854335,0.09258800632464975,-1.7992390728119974,0.25205479452054796,1.4442450984459465,0,1
5,0.7649911455661232,0.19892187125087135,0.1891735567505076,0.6298929915944855,0.6005849943678117,0.5186626812029435,0.6316772285727703,0.2547945205479452,0.5066828740480143,0,1
5,0.7649911455661232,0.1909045991678834,0.22649507162087554,1.138183036579827,1.6208111472560576,0.09258800632464975,-0.17119421041669508,0.25753424657534246,1.0717038172282252,0,1
6,0.7649911455661232,-0.01754447498980346,0.5547923796822387,0.2229816449408254,1.7005682406414577,0.039328671964864226,-1.5093132753991354,0.2410958904109589,1.0717038172282252,0,1
6,0.7649911455661232,0.0005686214352366695,0.47876052176091277,0.15291279282345338,1.1505766175046348,0.25236600940401105,-0.7956497740751661,0.24383561643835616,1.006509093015124,0,1
6,0.7649911455661232,-0.11434561175425714,0.5701615112980299,0.15698658083560985,1.904945792441546,0.19910667504422316,-0.32730810133131183,0.2465753424657534,0.8761196445889213,0,1
6,0.7649911455661232,-0.003885418610867742,0.5685280404505674,0.33111111456012104,1.7338003628853746,0.09258800632464975,-0.8402537429079152,0.2493150684931507,0.7891933456381197,0,1
6,0.7649911455661232,0.08994635859794738,0.48008442849962746,0.6376913594510188,1.8700520640854335,0.09258800632464975,-1.7992390728119974,0.25205479452054796,1.4442450984459465,0,1
6,0.7649911455661232,0.19892187125087135,0.1891735567505076,0.6298929915944855,0.6005849943678117,0.5186626812029435,0.6316772285727703,0.2547945205479452,0.5066828740480143,0,1
6,0.7649911455661232,0.1909045991678834,0.22649507162087554,1.138183036579827,1.6208111472560576,0.09258800632464975,-0.17119421041669508,0.25753424657534246,1.0717038172282252,0,1
7,0.7649911455661232,-0.01754447498980346,0.5547923796822387,0.2229816449408254,1.7005682406414577,0.039328671964864226,-1.5093132753991354,0.2410958904109589,1.0717038172282252,0,1
7,0.7649911455661232,0.0005686214352366695,0.47876052176091277,0.15291279282345338,1.1505766175046348,0.25236600940401105,-0.7956497740751661,0.24383561643835616,1.006509093015124,0,1
7,0.7649911455661232,-0.11434561175425714,0.5701615112980299,0.15698658083560985,1.904945792441546,0.19910667504422316,-0.32730810133131183,0.2465753424657534,0.8761196445889213,0,1
7,0.7649911455661232,-0.003885418610867742,0.5685280404505674,0.33111111456012104,1.7338003628853746,0.09258800632464975,-0.8402537429079152,0.2493150684931507,0.7891933456381197,0,1
7,0.7649911455661232,0.08994635859794738,0.48008442849962746,0.6376913594510188,1.8700520640854335,0.09258800632464975,-1.7992390728119974,0.25205479452054796,1.4442450984459465,0,1
7,0.7649911455661232,0.19892187125087135,0.1891735567505076,0.6298929915944855,0.6005849943678117,0.5186626812029435,0.6316772285727703,0.2547945205479452,0.5066828740480143,0,1
7,0.7649911455661232,0.1909045991678834,0.22649507162087554,1.138183036579827,1.6208111472560576,0.09258800632464975,-0.17119421041669508,0.25753424657534246,1.0717038172282252,0,1
8,0.7734814226222289,0.12439093471693931,-0.2993032972198954,0.3081816218808926,-1.3783878852574338,-0.01393066239492367,0.8100931039037627,0.2602739726027397,-0.8561973130734832,0,1
8,0.7734814226222289,0.028926009609993864,0.21923255004864223,0.39349798757634413,0.09130272097978666,-0.01393066239492367,0.33060043895172153,0.26301369863013696,-0.0412632604097176,0,1
8,0.7734814226222289,0.028926009609993864,0.21923255004864223,0.39349798757634413,0.09130272097978666,-0.01393066239492367,0.33060043895172153,0.26575342465753427,-0.0412632604097176,0,1
8,0.7734814226222289,0.028926009609993864,0.21923255004864223,0.39349798757634413,0.09130272097978666,-0.01393066239492367,0.33060043895172153,0.2684931506849315,-0.0412632604097176,0,1
8,0.7734814226222289,0.028926009609993864,0.21923255004864223,0.39349798757634413,0.09130272097978666,-0.01393066239492367,0.33060043895172153,0.27123287671232876,-0.0412632604097176,0,1
8,0.7734814226222289,0.028926009609993864,0.21923255004864223,0.39349798757634413,0.09130272097978666,-0.01393066239492367,0.33060043895172153,0.273972602739726,-0.0412632604097176,0,1
8,0.7734814226222289,-0.06653891549695198,0.5390345963249572,0.47881435327179467,1.5609933272170073,-0.01393066239492367,-0.14889222600031954,0.27671232876712326,0.7457301961627189,0,1
10,0.7734814226222289,0.12439093471693931,-0.2993032972198954,0.3081816218808926,-1.3783878852574338,-0.01393066239492367,0.8100931039037627,0.2602739726027397,-0.8561973130734832,0,1
10,0.7734814226222289,0.028926009609993864,0.21923255004864223,0.39349798757634413,0.09130272097978666,-0.01393066239492367,0.33060043895172153,0.26301369863013696,-0.0412632604097176,0,1
10,0.7734814226222289,0.028926009609993864,0.21923255004864223,0.39349798757634413,0.09130272097978666,-0.01393066239492367,0.33060043895172153,0.26575342465753427,-0.0412632604097176,0,1
10,0.7734814226222289,0.028926009609993864,0.21923255004864223,0.39349798757634413,0.09130272097978666,-0.01393066239492367,0.33060043895172153,0.2684931506849315,-0.0412632604097176,0,1
10,0.7734814226222289,0.028926009609993864,0.21923255004864223,0.39349798757634413,0.09130272097978666,-0.01393066239492367,0.33060043895172153,0.27123287671232876,-0.0412632604097176,0,1
10,0.7734814226222289,0.028926009609993864,0.21923255004864223,0.39349798757634413,0.09130272097978666,-0.01393066239492367,0.33060043895172153,0.273972602739726,-0.0412632604097176,0,1
10,0.7734814226222289,-0.06653891549695198,0.5390345963249572,0.47881435327179467,1.5609933272170073,-0.01393066239492367,-0.14889222600031954,0.27671232876712326,0.7457301961627189,0,1
11,0.7734814226222289,0.12439093471693931,-0.2993032972198954,0.3081816218808926,-1.3783878852574338,-0.01393066239492367,0.8100931039037627,0.2602739726027397,-0.8561973130734832,0,1
11,0.7734814226222289,0.028926009609993864,0.21923255004864223,0.39349798757634413,0.09130272097978666,-0.01393066239492367,0.33060043895172153,0.26301369863013696,-0.0412632604097176,0,1
11,0.7734814226222289,0.028926009609993864,0.21923255004864223,0.39349798757634413,0.09130272097978666,-0.01393066239492367,0.33060043895172153,0.26575342465753427,-0.0412632604097176,0,1
11,0.7734814226222289,0.028926009609993864,0.21923255004864223,0.39349798757634413,0.09130272097978666,-0.01393066239492367,0.33060043895172153,0.2684931506849315,-0.0412632604097176,0,1
11,0.7734814226222289,0.028926009609993864,0.21923255004864223,0.39349798757634413,0.09130272097978666,-0.01393066239492367,0.33060043895172153,0.27123287671232876,-0.0412632604097176,0,1
11,0.7734814226222289,0.028926009609993864,0.21923255004864223,0.39349798757634413,0.09130272097978666,-0.01393066239492367,0.33060043895172153,0.273972602739726,-0.0412632604097176,0,1
11,0.7734814226222289,-0.06653891549695198,0.5390345963249572,0.47881435327179467,1.5609933272170073,-0.01393066239492367,-0.14889222600031954,0.27671232876712326,0.7457301961627189,0,1
13,0.7562312913190484,-0.44821451512773125,0.40617090941788764,0.8286929470994483,0.5706760843482865,0.9447373560812371,0.47556333765815156,0.1726027397260274,0.6153407477365164,0,1
